,Round
11890, Grant - Mælingar og þjálfun 
11891, Seed Round - PositiveID 
11892, Grant - MT tech 
11893, Angel Round - Yiyi 
11894, Venture Round - Cornovus Pharmaceuticals 
11895, Private Equity Round - National Legal Services 
11896, Seed Round - Iodine 
11897, Private Equity Round - Microphyt 
11898, Post-IPO Equity - VolitionRx 
11899, Series A - Tractus Corporation 
11900, Debt Financing - Chesson Laboratory Associates 
11901, Venture Round - Pascal Metrics 
11902, Series B - NextImage Medical 
11903, Venture Round - Benvenue Medical 
11904, Venture Round - Swan Valley Medical 
11905, Angel Round - Hexoskin (Carré Technologies) 
11906, Debt Financing - Clean Hands Safe Hands 
11907, Debt Financing - Apsara Therapeutics 
11908, Series A - In2Bones France 
11909, Post-IPO Debt - ADMA Biologics 
11910, Debt Financing - Comprendo 
11911, Venture Round - American Addiction Centers 
11912, Venture Round - Bruin Biometrics 
11913, Funding Round - DocTree 
11914, Debt Financing - Evariant 
11915, Seed Round - Tansna Therapeutics 
11916, Venture Round - OcuCure Therapeutics 
11917, Series C - HeartFlow 
11918, Series A - Pascal Metrics 
11919, Seed Round - BIO Wellness 
11920, Series B - Respiratory Motion 
11921, Series A - Liquid Grids 
11922, Series C - NxThera 
11923, Pre Seed Round - 8fit 
11924, Series C - Relaxis 
11925, Series B - Remedy Pharmaceuticals 
11926, Seed Round - iSideSleep 
11927, Venture Round - Beryllium 
11928, Venture Round - Lumicell 
11929, Debt Financing - ABT Molecular Imaging 
11930, Venture Round - Clarity Software Solutions 
11931, Equity Crowdfunding - Trxade Group 
11932, Seed Round - Edaris 
11933, Series B - Glocal Healthcare 
11934, Venture Round - Banyan Biomarkers 
11935, Debt Financing - Wellfount 
11936, Seed Round - Visibly 
11937, Post-IPO Equity - Innovus Pharmaceuticals 
11938, Venture Round - Ciel Medical 
11939, Debt Financing - Qloudlab 
11940, Venture Round - Beryllium Discovery 
11941, Post-IPO Equity - Islet Sciences 
11942, Series A - Hubble Telemedical 
11943, Venture Round - All in One Medical 
11944, Seed Round - LookMedBook 
11945, Post-IPO Equity - Marina Biotech 
11946, Venture Round - uBiome 
11947, Debt Financing - G.I. Windows 
11948, Grant - DNAtriX 
11949, Series A - Quanttus 
11950, Series C - Voalte 
11951, Series A - Changers.com 
11952, Debt Financing - eNeura Therapeutics 
11953, Post-IPO Equity - Trimel Pharmaceuticals 
11954, Debt Financing - Paradigm Spine 
11955, Venture Round - RAI Care Centers of Southeast DC 
11956, Venture Round - ScentAir 
11957, Venture Round - Genecure 
11958, Equity Crowdfunding - Flourish Prenatal 
11959, Series A - Kerecis 
11960, Seed Round - Qualaris Healthcare Solutions 
11961, Private Equity Round - GC Aesthetics 
11962, Venture Round - CapsoVision 
11963, Convertible Note - S2 Interactive 
11964, Seed Round - Greater Alabama Lithotripsy 
11965, Series A - Memed 
11966, Series B - The Family Doctor 
11967, Post-IPO Equity - Vivione Biosciences 
11968, Debt Financing - Dgimed Ortho 
11969, Venture Round - LeguPro 
11970, Seed Round - Intrinsic4D 
11971, Series C - Seno Medical Instruments 
11972, Series C - Elcelyx Therapeutics 
11973, Seed Round - Caktus 
11974," Angel Round - Zhongguang Aiwan Seniors Care Industry Co., Ltd "
11975, Series E - Versartis 
11976, Venture Round - Syntilla Medical 
11977, Seed Round - ePatientFinder 
11978, Series B - Ornim Medical 
11979, Seed Round - Ambient Clinical Analytics 
11980, Venture Round - myTomorrows 
11981, Post-IPO Equity - DarioHealth 
11982, Grant - University of Texas Health Science Center at San Antonio 
11983, Series A - Confluence Life Sciences 
11984, Angel Round - Ozuké 
11985, Venture Round - Contech Holdings 
11986, Venture Round - NEURONIX 
11987, Post-IPO Equity - Paion 
11988, Venture Round - Nvigen 
11989, Debt Financing - Direct Flow Medical 
11990, Seed Round - MedWhat 
11991, Post-IPO Equity - Quture 
11992, Venture Round - Pursuit Vascular 
11993, Venture Round - Q Care International 
11994, Equity Crowdfunding - India Online Health 
11995, Grant - Vanderbilt University 
11996, Angel Round - Sohati 
11997, Debt Financing - Tangent Medical Technologies 
11998, Grant - Soligenix 
11999, Seed Round - Coramaze Technologies 
12000," Seed Round - Red Lozenge, inc. "
12001, Funding Round - CLUDOC - A Healthcare Network 
12002, Debt Financing - WaveTec Vision 
12003, Series A - IsoStem 
12004, Post-IPO Equity - Aurinia Pharmaceuticals 
12005, Venture Round - Cayenne Medical 
12006, Venture Round - ColonaryConcepts 
12007, Venture Round - Aerin Medical 
12008, Venture Round - Spinal Simplicity 
12009, Seed Round - Arquer Diagnostics 
12010, Venture Round - Wound Care Technologies 
12011, Seed Round - Ocsc 
12012, Pre Seed Round - EscaWheel 
12013, Series B - MD Revolution 
12014, Seed Round - Quantitative Insights 
12015, Venture Round - Waypoint Health Innovations 
12016, Seed Round - Clue 
12017, Grant - HealthSource 
12018, Post-IPO Equity - Vivakor 
12019, Seed Round - Navya Network 
12020, Series A - Voyager Therapeutics 
12021, Debt Financing - NanoDetection Technology 
12022, Post-IPO Equity - Epizyme 
12023, Post-IPO Equity - Ontrak 
12024, Series A - 3NT Medical 
12025, Grant - Matthew Walker Comprehensive Health Center 
12026, Grant - ELVPHD 
12027, Grant - UnityPoint Health 
12028, Series C - Evofem Biosciences 
12029, Private Equity Round - Mountainside Fitness 
12030, Grant - North Georgia Healthcare Center 
12031, Series A - QualMetrix 
12032, Debt Financing - AssureCare 
12033, Private Equity Round - Nuron Biotech 
12034, Series A - MyHealthTeams 
12035, Grant - Ashland-Boyd County Health Department 
12036, Grant - Catherine’s Health Center 
12037, Grant - Allegiance Health Foundation 
12038, Series C - Neothetics 
12039, Series C - Welltok 
12040, Seed Round - Aliviar Health 
12041, Series A - Guardant Health 
12042, Series B - EmployerDirect Healthcare 
12043, Venture Round - PM Pediatrics 
12044, Post-IPO Equity - Biolase 
12045, Grant - The Health Wagon 
12046, Grant - Whittier Street Health Center 
12047, Venture Round - Patient Engagement Systems 
12048, Series A - OpenMarkets 
12049, Post-IPO Equity - Egalet 
12050, Series A - Novira Therapeutics 
12051, Private Equity Round - SOC Telemed 
12052, Grant - UCHealth 
12053, Venture Round - Beta Therapeutics 
12054, Seed Round - Talent Writers LLC 
12055, Venture Round - Sophono 
12056, Venture Round - Medilove 
12057," Seed Round - Red Mind Solutions, Inc. "
12058, Post-IPO Equity - Melinta 
12059, Series B - ArborMetrix 
12060, Seed Round - SMART-FOOD 
12061, Post-IPO Equity - Idera Pharmaceuticals 
12062, Grant - Mallory Community Health Center 
12063, Grant - Manna Ministries 
12064, Venture Round - Nativis 
12065, Post-IPO Equity - Plandai Biotechnology 
12066, Debt Financing - Vericare Management 
12067, Series B - First Aid Shot Therapy 
12068," Seed Round - BioSig Technologies, Inc. "
12069, Seed Round - MxBiodevices 
12070, Equity Crowdfunding - CABIRI - Luv Thy Neighbor Outreach Program 
12071, Debt Financing - Urban Planet Media & Entertainment 
12072, Series A - Twist Bioscience 
12073, Equity Crowdfunding - The Nutraceutical Alliance 
12074, Seed Round - Zed Technologies 
12075, Series A - Edinburgh Molecular Imaging 
12076, Equity Crowdfunding - Care1 Urgent Care 
12077, Grant - Tasso 
12078, Venture Round - Genesis Capital 
12079, Seed Round - e Health Access 
12080, Venture Round - UVLrx Therapeutics 
12081, Post-IPO Equity - Arch Therapeutics 
12082, Series A - Anergis 
12083, Venture Round - Well Bridge Health 
12084, Series A - Jaguar Health 
12085, Venture Round - Etransmedia Technology 
12086, Seed Round - Karify 
12087, Venture Round - YouBeauty 
12088, Series A - Aeglea BioTherapeutics 
12089, Grant - Christiana Care Health Systems 
12090, Post-IPO Debt - Pernix Therapeutics 
12091, Seed Round - Fresh Monster 
12092, Seed Round - Awestruck Dental 
12093, Product Crowdfunding - Lumo Bodytech 
12094, Post-IPO Equity - MELA Sciences 
12095, Series A - TNG Pharmaceuticals 
12096, Venture Round - MYOS 
12097, Post-IPO Equity - Regulus Therapeutics 
12098, Grant - Transparent Materials 
12099, Seed Round - ideolys 
12100, Seed Round - Kinsa 
12101, Grant - GTX medical 
12102, Venture Round - GenomOncology 
12103, Post-IPO Equity - Titan Medical 
12104, Venture Round - Surgery Center at Tanasbourne 
12105, Grant - Hawaii Biotech 
12106, Venture Round - Tiltan Pharma 
12107, Series B - Siamab Therapeutics 
12108, Post-IPO Equity - iCo Therapeutics 
12109, Series A - Lumos Pharma 
12110, Seed Round - Montana Urological Services 
12111, Grant - Ectica Technologies 
12112, Venture Round - Petbrosia 
12113, Funding Round - Surgimatix 
12114, Grant - Saint Agnes Healthcare 
12115, Debt Financing - Panbela Therapeutics 
12116, Venture Round - ClearFlow 
12117, Venture Round - Bourn Hall Clinic 
12118, Private Equity Round - VRI 
12119," Seed Round - SmartZyme BioPharma, Ltd. "
12120, Equity Crowdfunding - The Cambridge Center For Medical & Veterinary Sciences 
12121, Grant - Cobalytics 
12122, Series C - OnShift 
12123, Debt Financing - AccuVein 
12124, Angel Round - HealthWave - Korea 
12125, Venture Round - EmboMedics 
12126, Venture Round - Medical Breakthroughs Fund 
12127, Seed Round - klinify 
12128, Venture Round - Intendu 
12129, Venture Round - Hygea Holdings 
12130, Series A - NapaJen 
12131, Venture Round - NanoPharmaceuticals 
12132, Debt Financing - Emtora Biosciences 
12133, Venture Round - HealthifyMe 
12134, Seed Round - ElderSense.com 
12135, Private Equity Round - Dude Solutions 
12136, Debt Financing - Spring Bank Pharmaceuticals 
12137, Angel Round - Shanghai Yu Li Bio-technology Company Limited 
12138, Angel Round - NFANT Labs 
12139, Angel Round - yuguo.cn 
12140, Series A - Quantum Biosystems 
12141, Seed Round - Healthia 
12142, Seed Round - PUSH 
12143, Seed Round - AdjuCor 
12144, Grant - AdjuCor 
12145, Seed Round - VisMedic 
12146, Seed Round - Doctolib 
12147, Venture Round - Sky Medical Technology 
12148, Non Equity Assistance - Nodexus Inc. 
12149, Seed Round - Cydar Medical 
12150, Angel Round - Easydiagnosis 
12151, Venture Round - Level Four Orthotics and Prosthetics 
12152, Angel Round - Raiing 
12153, Seed Round - Cognotion 
12154, Seed Round - AktiveBay 
12155, Private Equity Round - BPI Sports 
12156, Seed Round - Airgloss 
12157, Series B - Vascular Graft Solutions 
12158, Angel Round - Make My plate 
12159, Seed Round - AnSing Technology 
12160, Seed Round - Heart Buddy 
12161, Debt Financing - SelfDiagnostics 
12162, Grant - Biovici 
12163, Grant - Docobo 
12164, Private Equity Round - Theranos 
12165, Seed Round - Sqord 
12166, Seed Round - life.beats 
12167, Pre Seed Round - OurHealthMate 
12168, Grant - Know Your Own Health 
12169, Seed Round - Eli Nutrition 
12170, Venture Round - GluMetrics 
12171, Convertible Note - Peerwell 
12172, Post-IPO Equity - Regado Biosciences 
12173, Seed Round - Solid Biosciences 
12174, Venture Round - Preceptis Medical 
12175, Post-IPO Equity - Fresenius Medical Care 
12176, Private Equity Round - Vital Therapies 
12177, Post-IPO Equity - Mynd Analytics 
12178, Seed Round - Shadow Health 
12179, Venture Round - Eye-Q 
12180, Venture Round - Intuity Medical 
12181, Seed Round - ZappRx 
12182, Venture Round - Nanomix 
12183, Venture Round - Tricida 
12184, Venture Round - Aligned TeleHealth 
12185, Grant - Sierra Health Foundation 
12186, Series B - MST Medical Surgery Technologies 
12187, Seed Round - iDialogs 
12188, Venture Round - SUN Behavioral Health 
12189, Seed Round - CNS Response 
12190, Debt Financing - Biomeme 
12191, Post-IPO Debt - Vaccinogen 
12192, Convertible Note - Hermes IQ 
12193, Grant - BrainScope Company 
12194, Series B - Audax Health Solutions 
12195, Series D - PowerVision 
12196, Debt Financing - Patient IO 
12197, Venture Round - Halt Medical 
12198, Series B - GNS Healthcare 
12199, Angel Round - Surface Medical 
12200, Grant - Intelligent Fingerprinting 
12201, Venture Round - PharMEDium Healthcare 
12202, Equity Crowdfunding - Life Metrics 
12203, Grant - Henry Ford Innovation Institute 
12204, Venture Round - PixelEXX Systems 
12205, Series B - RenovoRx 
12206, Venture Round - Happify 
12207, Venture Round - Neotract 
12208, Post-IPO Equity - Alimera Sciences 
12209, Series B - Redwood Bioscience 
12210, Grant - VaxInnate 
12211, Post-IPO Equity - Idenix Pharmaceuticals 
12212, Seed Round - Sun Diagnostics 
12213, Angel Round - Savoy Pharmaceuticals 
12214, Series B - TigerConnect 
12215, Seed Round - Plasticity Labs 
12216, Series C - Health Catalyst 
12217, Seed Round - MyFuelUp 
12218, Seed Round - Treatspace 
12219, Series A - Shockwave Medical 
12220, Seed Round - GenCell Biosystems 
12221, Post-IPO Equity - Paion 
12222, Debt Financing - Qspex Technologies 
12223, Venture Round - Augurix 
12224, Pre Seed Round - OurHealthMate 
12225, Series A - Novian Health 
12226, Seed Round - Seratis 
12227, Venture Round - Bien-Etre & Santé 
12228, Angel Round - Yodo Run 
12229, Venture Round - BioVentrix 
12230, Post-IPO Equity - IVERIC bio 
12231, Post-IPO Equity - Aurora Spine 
12232, Debt Financing - Patara Pharma 
12233, Grant - Beth Israel Deaconess Medical Center 
12234, Series A - Sonetik 
12235, Grant - Insightfil 
12236, Series A - Iron Yard Ventures 
12237, Series A - fitmob 
12238, Venture Round - Cardiac Insight 
12239, Seed Round - Sagely 
12240, Seed Round - Frontleaf 
12241, Seed Round - Quitbit 
12242, Debt Financing - OrSense 
12243, Series A - Toma Biosciences 
12244, Venture Round - NuvoMed 
12245, Series A - Relatient 
12246, Private Equity Round - Dedalus Group 
12247, Venture Round - CareView Communications 
12248, Seed Round - Forge Life Science 
12249, Debt Financing - Simpirica Spine 
12250, Series A - Restore Medical Solutions 
12251, Post-IPO Equity - RedHill Biopharma 
12252, Venture Round - Quantum Health 
12253, Series D - Cohera Medical 
12254, Seed Round - BoardVitals 
12255, Venture Round - Piedmont Stone Center 
12256, Venture Round - MDLIVE 
12257, Grant - American Red Cr 
12258, Angel Round - Zhenyoumei 
12259, Debt Financing - Trimedx 
12260, Debt Financing - SentryHealth 
12261, Post-IPO Equity - Navidea Biopharmaceuticals 
12262, Debt Financing - Intellirod Spine 
12263, Seed Round - Ten Percent Happier 
12264, Funding Round - Pillars4Life 
12265, Equity Crowdfunding - Health Data Minder 
12266, Series D - Knome 
12267, Venture Round - Valencia Technologies 
12268, Series A - Merganser Biotech 
12269, Seed Round - DriftCoast 
12270, Angel Round - Pryv 
12271, Seed Round - Hunite 
12272, Pre Seed Round - Amino 
12273, Venture Round - Synthelis 
12274, Venture Round - ExploraMed 
12275, Debt Financing - Proteus Digital Health 
12276, Post-IPO Equity - Actinium Pharmaceuticals 
12277, Grant - Allegheny General Hospital 
12278, Seed Round - Hermes IQ 
12279, Series F - Kareo 
12280, Series C - Zipline Medical 
12281, Pre Seed Round - Vivid Vision 
12282, Seed Round - GeneriCo 
12283, Seed Round - Greenpie 
12284, Seed Round - E-Mist Innovations 
12285, Post-IPO Equity - Seattle Genetics 
12286, Debt Financing - Cardax Pharma 
12287, Seed Round - Atlas Wearables 
12288, Venture Round - CorMatrix 
12289, Venture Round - AkesoGenX 
12290, Seed Round - Avhana Health 
12291, Angel Round - Weizhen Jizhi 
12292, Debt Financing - The Clearing 
12293, Grant - Airgloss 
12294, Debt Financing - Making Genetics 
12295, Venture Round - Med fusion 
12296, Post-IPO Equity - Encision 
12297, Venture Round - Covenant Surgical Partners 
12298, Post-IPO Equity - OHR Pharmaceutical 
12299, Seed Round - X-BOLT Orthapaedics 
12300, Seed Round - VIC Technology Venture Development 
12301, Venture Round - Abby Med 
12302, Pre Seed Round - PepVax 
12303, Series A - mindbodygreen 
12304, Series A - pflege.de 
12305, Series C - Xhale 
12306, Debt Financing - CloudMine 
12307, Seed Round - Memvu 
12308, Venture Round - Gamida Cell 
12309, Series B - Alcyone Lifesciences 
12310, Series B - Meiyou 
12311, Venture Round - TMJ Health 
12312, Seed Round - Sensiotec 
12313, Venture Round - WiserTogether 
12314, Debt Financing - Prime Genomics 
12315, Venture Round - Spectropath 
12316, Corporate Round - Moderna Therapeutics 
12317, Venture Round - Taunton Nursing Home 
12318, Venture Round - AlphaCare Holdings 
12319, Venture Round - Healthcare Bluebook 
12320, Venture Round - HarmoniMD 
12321, Series B - QuanDx 
12322, Seed Round - First Opinion 
12323, Venture Round - Onkaido Therapeutics 
12324, Series A - DocsInk 
12325, Venture Round - Kypha 
12326, Series A - Pinetree 
12327, Seed Round - Nina Biotherapeutics 
