node,country,continent,industry,bipartite,id,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
Acutus Medical,United States,North America,Medical Devices & Equipment,1,16424,54.0,54.0,54.0,656.0,656.0,656.0,0.21453529,0.21453529,0.21453529,2149.689286,2149.689286,2149.689286,0.319908482,0.319908482,0.319908482,0.000729419,0.000729419,0.000729419,0.000304688,0.000304688,0.000304688,0.000682579,0.000682579,0.000682579,0.007606872,0.007606872,0.007606872,129.3518519,129.3518519,129.3518519,1,13.0,4258.0,1.0,13.0,1973.162302,0.31217367,0.0,5.16e-05,0.000416761,114.6153846
CryoXtract,United States,North America,Biotechnology,1,16432,3.0,3.0,3.0,1970.0,1970.0,1970.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000160333,0.000160333,0.000160333,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,2.06e-27,2.06e-27,2.06e-27,2.0,2.0,2.0,1,5.0,4071.0,1.0,5.0,5.0,0.000837802,0.0,0.000167532,2.22e-31,5.0
Veracity Medical Solutions,United States,North America,Medical Devices & Equipment,1,16434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
AUM Cardiovascular,United States,North America,Medical Devices & Equipment,1,16436,2.0,2.0,2.0,3293.0,3293.0,3293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,2,5.0,2626.0,1.0,5.0,5.0,0.000837802,0.0,0.000167532,2.22e-31,5.0
Sharecare,United States,North America,Internet Software & Services,1,16441,48.0,3.0,25.5,3933.0,393.0,2163.0,0.149822695,0.0,0.0749113475,2266.604762,1614.409524,1940.5071429999998,0.304412881,0.224904055,0.26465846800000004,0.002045282,0.0,0.001022641,0.000328425,4.83e-05,0.00018836249999999998,0.001932858,0.0,0.000966429,0.007928474,5.57e-05,0.003992087,134.7291667,17.0,75.86458335,2,8.0,,1.0,8.0,1800.905159,0.260892044,0.0,6.03e-05,1.92e-05,25.25
Net.Orange,United States,North America,Internet Software & Services,1,16446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Inception Therapeutics,United States,North America,Biotechnology,1,16452,285.0,285.0,285.0,34.0,34.0,34.0,0.09636768,0.09636768,0.09636768,2496.630952,2496.630952,2496.630952,0.364542317,0.364542317,0.364542317,0.008373858,0.008373858,0.008373858,0.001392854,0.001392854,0.001392854,0.008519955,0.008519955,0.008519955,0.031634362,0.031634362,0.031634362,94.43859649,94.43859649,94.43859649,1,66.0,4455.0,1.0,66.0,2183.650397,0.338170504,0.0,0.000109105,0.00525419,216.0757576
Kyruus,United States,North America,Healthcare Software,1,16454,310.0,4.0,132.0,3707.0,33.0,170.0,0.167129308,0.0,0.102436651,2515.75119,1718.431349,2308.229762,0.365073476,0.262579047,0.338540614,0.007246215,5e-08,0.002988846,0.001423805,4.53e-05,0.000695531,0.007645879,5.56e-08,0.002935018,0.045763173,0.000460509,0.019504245,127.0909091,111.1483871,111.5,3,42.0,2989.0,0.586527294,37.0,2159.48373,0.335256666,1.1e-05,8.65e-05,0.003196221,193.1190476
Mendor,Finland,Europe,Mobile Software & Services,1,16459,11.0,11.0,11.0,1714.0,1714.0,1714.0,0.4,0.4,0.4,1720.805952,1720.805952,1720.805952,0.264108634,0.264108634,0.264108634,0.000464119,0.000464119,0.000464119,0.000142145,0.000142145,0.000142145,0.000427879,0.000427879,0.000427879,0.000321445,0.000321445,0.000321445,39.09090909,39.09090909,39.09090909,5,8.0,2392.0,0.428571429,4.0,1652.378968,0.26613661,0.001284545,0.000158557,1.6e-05,16.625
eMindful,United States,North America,Internet Software & Services,1,16461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
ProSomnus Sleep Technologies,United States,North America,Dental Products & Services,1,16462,8.0,1.0,4.5,10264.0,10264.0,10264.0,0.178571429,0.0,0.0892857145,3049.879762,2320.621825,2685.2507935000003,0.230840844,0.179330693,0.2050857685,0.000160632,0.0,8.0316e-05,5.58e-05,1.8e-05,3.69e-05,0.000151672,0.0,7.5836e-05,0.000427667,2.9e-06,0.0002152835,76.625,8.0,42.3125,2,3.0,,1.0,3.0,3081.009524,0.2494125,0.0,1.71e-05,2.08e-05,48.66666667
Cadence,United States,North America,Medical Devices & Equipment,1,16463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Duncan Regional Hospital,United States,North America,Medical Facilities & Services,1,16464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Crescent Diagnostics,United Kingdom,Europe,Disease Diagnosis,1,16465,17.0,4.0,5.0,4083.0,833.0,2204.0,1.0,0.19047619,0.666666667,1708.594048,1289.937302,1368.115873,0.261799281,0.201453943,0.212857506,0.000560219,0.0,1.74e-05,0.000198197,7.56e-05,8.98e-05,0.000535105,0.0,4.28e-06,0.00028949,2.08e-06,5.85e-06,31.0,6.5,10.4,3,9.0,,1.0,9.0,1743.126587,0.279876547,0.0,5.63e-05,6.91e-05,53.55555556
Crohnology,United States,North America,Internet Software & Services,1,16470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.0,3468.0,1.0,8.0,1624.745635,0.260772891,0.0,0.000100295,3.3e-05,20.25
SkinVision,Netherlands,Europe,Mobile Software & Services,1,16476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Synaptic Medical,United States,North America,Medical Devices & Equipment,1,16490,323.0,133.0,228.0,100.0,41.0,70.5,0.139703479,0.114376851,0.12704016499999998,2493.429762,2293.139286,2393.284524,0.359368772,0.336007773,0.3476882725,0.007575426,0.003581735,0.005578580499999999,0.001310514,0.000697826,0.00100417,0.007930991,0.003417198,0.0056740945,0.06454585,0.017925182,0.041235516,129.3095975,109.0977444,119.20367095,3,54.0,2576.0,0.519916143,45.0,2230.08373,0.345736078,5.77e-05,0.000108547,0.003477335,178.5740741
Voptica,Spain,Europe,Medical Devices & Equipment,1,16491,6.0,6.0,6.0,4249.0,4249.0,4249.0,1.0,1.0,1.0,1508.45119,1508.45119,1508.45119,0.232721848,0.232721848,0.232721848,0.0,0.0,0.0,0.000104945,0.000104945,0.000104945,0.0,0.0,0.0,4.02e-05,4.02e-05,4.02e-05,19.16666667,19.16666667,19.16666667,1,2.0,,1.0,2.0,1457.902778,0.237064216,0.0,4.86e-05,1.74e-06,15.5
Zarbee's,United States,North America,Drug Manufacturing,1,16497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
FigMD,United States,North America,Healthcare Software,1,16501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
TriSalus Life Sciences,United States,North America,Biotechnology,1,16511,17.0,9.0,13.0,4607.0,4607.0,4607.0,0.397058824,0.380952381,0.3890056025,1878.42381,1826.495238,1852.4595239999999,0.283755029,0.277454139,0.280604584,6.92e-05,1.49e-05,4.205e-05,9.71e-05,8.81e-05,9.26e-05,2.19e-05,1.12e-05,1.655e-05,0.002182981,0.001096418,0.0016396995,116.8888889,108.7058824,112.79738565,3,7.0,,1.0,7.0,1756.055159,0.279890826,0.0,4.75e-05,7.95e-05,65.28571429
Greenlight Biosciences,United States,North America,Biotechnology,1,16521,55.0,18.0,39.0,1301.0,156.0,1243.0,0.253711201,0.141509434,0.215686275,2360.717857,2107.414286,2209.642857,0.291561808,0.26415387,0.274094432,0.00362398,0.000164287,0.000299196,0.000415021,0.000129787,0.000189215,0.003900518,0.000120009,0.000275001,0.003835072,0.000834617,0.001410346,109.4615385,40.69090909,58.22222222,3,22.0,2959.0,0.562770563,16.0,2304.871825,0.29377784,7.36e-05,8.57e-05,0.000266477,65.04545455
Urgent Care for Kids,United States,North America,Medical Facilities & Services,1,16524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Xenex Disinfection Services,United States,North America,Medical Equipment & Supplies,1,16531,82.0,3.0,42.5,3448.0,349.0,1898.5,0.219936709,0.0,0.1099683545,2226.746429,1555.289683,1891.018056,0.329861289,0.239464694,0.2846629915,0.001930305,0.0,0.0009651525,0.000435332,4.99e-05,0.00024261600000000002,0.002006864,0.0,0.001003432,0.013834721,9.76e-05,0.0069661605,139.1829268,28.33333333,83.75813006499999,3,8.0,3469.0,1.0,8.0,1770.678968,0.284477059,0.0,5.68e-05,8.93e-05,46.375
Healthmine,United States,North America,Internet Software & Services,1,16534,163.0,83.0,123.0,462.0,172.0,317.0,0.235559006,0.107716049,0.1716375275,2376.55119,2169.522619,2273.0369044999998,0.348376006,0.321963893,0.3351699495,0.002590154,0.001022227,0.0018061904999999998,0.000649784,0.000511662,0.000580723,0.002302238,0.00111869,0.001710464,0.039594376,0.007860058,0.023727217000000002,173.3374233,84.13253012,128.73497671,2,26.0,1913.0,0.501538462,18.0,2082.928968,0.327804737,6.81e-05,8.62e-05,0.000754488,100.6923077
Circle Cardiovascular Imaging,Canada,North America,Healthcare Software,1,16537,46.0,4.0,4.0,3753.0,298.0,2111.0,1.0,0.216701903,1.0,1962.572619,1421.843254,1421.843254,0.292651265,0.219239114,0.219239114,0.001345513,0.0,0.0,0.000324728,7.05e-05,7.05e-05,0.001293461,0.0,0.0,0.004070986,2.89e-05,2.89e-05,72.56521739,13.5,13.5,4,7.0,,1.0,7.0,1732.702778,0.278060825,0.0,4.86e-05,7.82e-05,42.57142857
Trapelo Health,United States,North America,Disease Diagnosis,1,16563,73.0,3.0,20.0,4142.0,184.0,325.0,1.0,0.131907308,0.202347418,2097.852381,1526.416667,1769.3517855,0.312229168,0.235135736,0.2696030455,0.002666936,0.0,0.0008998830000000001,0.000467643,4.82e-05,0.000200166,0.002430734,0.0,0.000890095,0.005892984,5.03e-05,0.000643006,73.90410959,37.66666667,44.357843134999996,4,23.0,1811.0,0.367588933,13.0,1863.893254,0.296901184,0.000137873,0.00011399,0.000299932,48.52173913
Essence Group Holdings,United States,North America,Internet Software & Services,1,16569,226.0,7.0,101.0,359.0,49.0,204.0,0.380952381,0.104267453,0.275200989,2449.888095,1775.171429,2247.455952,0.358340845,0.270901845,0.329518801,0.007875711,1.94e-05,0.001051088,0.001225786,6.78e-05,0.000437743,0.008179874,1.06e-05,0.001025769,0.027706863,0.000578053,0.026152806,172.4554455,101.0,106.0707965,3,58.0,1571.0,0.681790684,48.0,2176.38373,0.336779624,0.000238676,0.000138058,0.003159769,154.5862069
RetroSense Therapeutics,United States,North America,Drug Discovery,1,16570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
PolyActiva,Australia,Australia,Drug Delivery,1,16573,6.0,6.0,6.0,,,,0.466666667,0.466666667,0.466666667,1595.024206,1595.024206,1595.024206,0.244469682,0.244469682,0.244469682,3.06e-05,3.06e-05,3.06e-05,7.76e-05,7.76e-05,7.76e-05,9.55e-06,9.55e-06,9.55e-06,0.000167299,0.000167299,0.000167299,29.33333333,29.33333333,29.33333333,1,2.0,,1.0,2.0,1498.376587,0.241829326,0.0,3.59e-05,7.4e-06,21.5
Mosaic Biosciences,United States,North America,Biotechnology,1,16574,154.0,9.0,81.5,4607.0,128.0,2367.5,0.380952381,0.1532128,0.2670825905,2356.654762,1826.495238,2091.575,0.347257869,0.277454139,0.31235600399999996,0.003608119,6.92e-05,0.0018386595,0.000761419,8.81e-05,0.00042475950000000004,0.003601606,2.19e-05,0.001811753,0.02192268,0.001096418,0.011509549,119.2207792,116.8888889,118.05483405,2,39.0,2766.0,0.743589744,35.0,2161.967063,0.335934118,0.000126695,9.62e-05,0.002522596,179.4358974
Doctors Express,United States,North America,Medical Facilities & Services,1,16580,5.0,5.0,5.0,2226.0,2226.0,2226.0,0.333333333,0.333333333,0.333333333,1591.185714,1591.185714,1591.185714,0.244884677,0.244884677,0.244884677,5.63e-06,5.63e-06,5.63e-06,6.95e-05,6.95e-05,6.95e-05,3.12e-06,3.12e-06,3.12e-06,0.000130812,0.000130812,0.000130812,24.0,24.0,24.0,1,2.0,,1.0,2.0,1365.111111,0.222660826,0.0,4.62e-05,5.28e-07,13.5
Cure Pharmaceutical,United States,North America,Pharmaceuticals / Drugs,1,16589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Cardia,United States,North America,Medical Devices & Equipment,1,16598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Biolidics,Singapore,Asia,Medical Devices & Equipment,1,16607,99.0,5.0,21.0,5127.0,678.0,1973.5,1.0,0.335188621,0.7731092435,2637.485714,1860.633333,2070.675595,0.320186509,0.235005465,0.2579032165,0.001227923,0.0,7.09005e-05,0.000393225,4.68e-05,0.000103184,0.001287646,0.0,5.21835e-05,0.023748436,0.00019777,0.0022683795,187.7373737,29.2,67.23513515,4,2.0,,1.0,2.0,2017.205159,0.261683499,0.0,2.48e-05,4.53e-05,87.0
Sight Diagnostics,Israel,Asia,Medical Devices & Equipment,1,16611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Vaxxas,Australia,Australia,Biotechnology,1,16614,25.0,6.0,7.0,5104.0,1033.0,1618.0,0.533333333,0.266666667,0.38353096200000003,1984.205952,1486.926587,1595.024206,0.297609285,0.228894996,0.244469682,0.000565436,3.06e-05,0.00029653199999999996,0.000159318,7.76e-05,0.0001031905,0.000568252,9.55e-06,0.0002850965,0.00349388,4.62e-05,0.0001648615,131.08,9.375,29.166666665,4,13.0,1962.0,0.371794872,8.0,1612.998016,0.259049017,0.000100731,0.000117547,3.31e-05,15.38461538
Feldan Therapeutics,Canada,North America,Biotechnology,1,16615,4.0,4.0,4.0,,,,0.5,0.5,0.5,1985.245238,1985.245238,1985.245238,0.196258074,0.196258074,0.196258074,0.000168232,0.000168232,0.000168232,6.32e-05,6.32e-05,6.32e-05,0.000168232,0.000168232,0.000168232,1.42e-05,1.42e-05,1.42e-05,12.25,12.25,12.25,1,2.0,,1.0,2.0,2148.832648,0.224922934,0.0,2.49e-05,1.28e-06,16.0
ugichem,Austria,Europe,Biotechnology,1,16622,4.0,3.0,4.0,2310.0,2088.0,2199.0,1.0,0.0,0.5,1428.095635,1125.047222,1222.088889,0.221143593,0.176480375,0.190803933,0.000280147,0.0,0.0,0.000109499,8.36e-05,9.09e-05,0.000280147,0.0,0.0,1.71e-05,1.21e-07,6.54e-07,12.5,2.333333333,3.75,3,4.0,3307.0,0.666666667,3.0,1751.878968,0.281181902,7.27e-05,5.66e-05,7.87e-05,71.5
CamStent,United Kingdom,Europe,Biotechnology,1,16623,18.0,18.0,18.0,390.0,390.0,390.0,0.2,0.2,0.2,1338.352381,1338.352381,1338.352381,0.207215031,0.207215031,0.207215031,0.000792491,0.000792491,0.000792491,0.000300564,0.000300564,0.000300564,0.000716427,0.000716427,0.000716427,4.25e-06,4.25e-06,4.25e-06,8.5,8.5,8.5,1,7.0,,1.0,7.0,1390.38373,0.225368282,0.0,0.000100713,8.4e-07,13.42857143
Voalte,United States,North America,Mobile Software & Services,1,16633,2.0,2.0,2.0,3303.0,3303.0,3303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,1,,,,,,,,,,
Cloudnine,India,Asia,Medical Facilities & Services,1,16636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,,0.0,1.0,1.0,0.00016756,0.0,0.000167532,5.72e-40,1.0
Personalis,United States,North America,Medical Facilities & Services,1,16648,329.0,48.0,78.0,1557.0,42.0,179.0,0.331400966,0.115551116,0.130680555,2563.721429,2123.471429,2131.455952,0.373318548,0.314747644,0.316400247,0.008075708,0.000189425,0.002310849,0.001430508,0.000229472,0.000523581,0.008832192,0.000173369,0.002142925,0.061321996,0.006208915,0.008522199,157.8125,78.87179487,132.893617,3,50.0,2086.0,0.519183673,39.0,2253.795635,0.350596887,0.000114855,0.000108669,0.004505549,222.88
Innovaci,United States,North America,Medical Devices & Equipment,1,16651,3.0,3.0,3.0,3683.0,2041.0,2862.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000160333,0.000160333,0.000160333,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,2.06e-27,2.06e-27,2.06e-27,2.0,2.0,2.0,2,,,,,,,,,,
Adenium Biotech,Denmark,Europe,Biotechnology,1,16655,35.0,35.0,35.0,584.0,584.0,584.0,0.211764706,0.211764706,0.211764706,2087.294048,2087.294048,2087.294048,0.284485022,0.284485022,0.284485022,0.000800353,0.000800353,0.000800353,0.000233439,0.000233439,0.000233439,0.000736059,0.000736059,0.000736059,0.002576411,0.002576411,0.002576411,70.68571429,70.68571429,70.68571429,1,16.0,3985.0,1.0,16.0,1991.600397,0.28745382,0.0,6.64e-05,0.00014405,60.1875
AposTherapy,Israel,Asia,Medical Devices & Equipment,1,16662,63.0,14.0,38.5,855.0,213.0,534.0,0.296703297,0.147977471,0.222340384,2111.446429,1648.702778,1880.0746035000002,0.313834671,0.251044567,0.28243961900000003,0.002770208,0.000301177,0.0015356925000000001,0.000454365,0.0001706,0.0003124825,0.002716349,0.000238672,0.0014775105,0.006400668,0.000288784,0.003344726,91.44444444,26.21428571,58.829365075,2,11.0,4211.0,0.854545455,10.0,1876.119444,0.298532953,1.89e-05,6.53e-05,0.000396967,99.90909091
Thetis Pharmaceuticals,United States,North America,Drug Development,1,16671,86.0,5.0,27.0,2226.0,474.0,502.0,0.333333333,0.193732194,0.268789443,2257.738095,1591.185714,1877.672619,0.334590815,0.244884677,0.284280313,0.003186906,5.63e-06,0.001122946,0.000428079,6.95e-05,0.000251145,0.003176426,3.12e-06,0.001080653,0.01714912,0.000130812,0.001270347,152.2790698,24.0,57.81481481,3,24.0,1181.0,0.583333333,18.0,1813.312302,0.289857879,0.000421439,0.00015499,0.00012571,33.20833333
Tawkon,Israel,Asia,Mobile Software & Services,1,16675,6.0,6.0,6.0,4283.0,1045.0,1660.0,1.0,1.0,1.0,4.0,4.0,4.0,0.000641334,0.000641334,0.000641334,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,6.749999999999999e-23,6.749999999999999e-23,6.749999999999999e-23,5.0,5.0,5.0,5,,,,,,,,,,
Aegis Living,United States,North America,Medical Facilities & Services,1,16682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Aleva Neurotherapeutics,Switzerland,Europe,Medical Devices & Equipment,1,16683,145.0,145.0,145.0,183.0,183.0,183.0,0.209099617,0.209099617,0.209099617,2349.414286,2349.414286,2349.414286,0.346172056,0.346172056,0.346172056,0.002224799,0.002224799,0.002224799,0.000646666,0.000646666,0.000646666,0.002291617,0.002291617,0.002291617,0.027436923,0.027436923,0.027436923,146.6206897,146.6206897,146.6206897,1,13.0,,1.0,13.0,2019.78373,0.318794821,0.0,4.94e-05,0.000717815,165.2307692
iVantage Health Analytics,United States,North America,Healthcare Software,1,16689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Good Cycle System,Japan,Asia,Healthcare Software,1,16695,4.0,4.0,4.0,2166.0,2166.0,2166.0,1.0,1.0,1.0,2.5,2.5,2.5,0.00036075,0.00036075,0.00036075,0.0,0.0,0.0,0.000157381,0.000157381,0.000157381,0.0,0.0,0.0,2.92e-25,2.92e-25,2.92e-25,3.25,3.25,3.25,1,,,,,,,,,,
Berkeley Lights,United States,North America,Drug Discovery,1,16696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Thync,United States,North America,Healthcare Software,1,16699,91.0,47.0,69.0,362.0,88.0,225.0,0.234967623,0.113125638,0.1740466305,2555.385714,2525.433333,2540.4095235,0.280029788,0.278289497,0.2791596425,0.004126995,0.00112616,0.0026265775,0.000537284,0.000273362,0.00040532299999999997,0.004211828,0.001027771,0.0026197995,0.002499759,0.00236211,0.0024309344999999998,70.95744681,45.05494505,58.00619593,2,26.0,3939.0,0.670769231,20.0,2520.576587,0.291019482,7.37e-06,8.45e-05,0.000215937,74.73076923
Allon Technology,China,Asia,Healthcare Software,1,16703,9.0,9.0,9.0,1133.0,1133.0,1133.0,0.444444444,0.444444444,0.444444444,1436.114683,1436.114683,1436.114683,0.221782349,0.221782349,0.221782349,0.00280307,0.00280307,0.00280307,0.000199732,0.000199732,0.000199732,0.002730351,0.002730351,0.002730351,2.07e-05,2.07e-05,2.07e-05,10.44444444,10.44444444,10.44444444,1,3.0,3942.0,1.0,3.0,1327.24127,0.216390174,0.0,7.16e-05,2.73e-07,6.666666667
Trialbee,Sweden,Europe,Internet Software & Services,1,16706,2.0,2.0,2.0,3296.0,3296.0,3296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,1,1.0,3805.0,0.0,1.0,1.0,0.00016756,0.0,0.000167532,5.72e-40,1.0
baseclick,Germany,Europe,Healthcare Software,1,16710,19.0,19.0,19.0,927.0,927.0,927.0,0.419117647,0.419117647,0.419117647,1909.072619,1909.072619,1909.072619,0.288204269,0.288204269,0.288204269,4.33e-05,4.33e-05,4.33e-05,0.00011919,0.00011919,0.00011919,3.11e-05,3.11e-05,3.11e-05,0.002058014,0.002058014,0.002058014,103.0,103.0,103.0,1,1.0,,0.0,1.0,1656.298016,0.267173472,0.0,2.72e-05,2.55e-05,97.0
Poly Group,United States,North America,Biotechnology,1,16711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
AiCure,United States,North America,Mobile Software & Services,1,16715,3.0,3.0,3.0,,,,0.333333333,0.333333333,0.333333333,1136.09881,1136.09881,1136.09881,0.177011903,0.177011903,0.177011903,7.71e-08,7.71e-08,7.71e-08,7.68e-05,7.68e-05,7.68e-05,7.71e-08,7.71e-08,7.71e-08,1.35e-07,1.35e-07,1.35e-07,7.666666667,7.666666667,7.666666667,1,,,,,,,,,,
WellSense Technologies,United States,North America,Medical Devices & Equipment,1,16716,2.0,2.0,2.0,3306.0,3306.0,3306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160308,0.000160308,0.000160308,0.0,0.0,0.0,4.71e-30,4.71e-30,4.71e-30,1.0,1.0,1.0,1,,,,,,,,,,
GnuBIO,United States,North America,Biotechnology,1,16721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Abrexa Pharmaceuticals,United States,North America,Stealth Mode,1,16722,522.0,522.0,522.0,10.0,10.0,10.0,0.093049764,0.093049764,0.093049764,2663.321429,2663.321429,2663.321429,0.379478527,0.379478527,0.379478527,0.016258409,0.016258409,0.016258409,0.002173075,0.002173075,0.002173075,0.017016818,0.017016818,0.017016818,0.090335185,0.090335185,0.090335185,109.6954023,109.6954023,109.6954023,1,92.0,,1.0,92.0,2304.205952,0.355365985,0.0,0.000136401,0.012910126,301.2282609
Rx Timer Cap,United States,North America,Internet Software & Services,1,16723,35.0,35.0,35.0,363.0,363.0,363.0,0.268939394,0.268939394,0.268939394,1921.771429,1921.771429,1921.771429,0.288117056,0.288117056,0.288117056,0.003014223,0.003014223,0.003014223,0.000309151,0.000309151,0.000309151,0.002986377,0.002986377,0.002986377,0.001877923,0.001877923,0.001877923,59.57142857,59.57142857,59.57142857,1,12.0,3548.0,1.0,12.0,1851.536111,0.294068401,0.0,7.19e-05,0.00034217,84.0
Tensha Therapeutics,United States,North America,Biotechnology,1,16737,25.0,25.0,25.0,1618.0,1618.0,1618.0,0.300395257,0.300395257,0.300395257,1984.205952,1984.205952,1984.205952,0.297609285,0.297609285,0.297609285,0.000565436,0.000565436,0.000565436,0.000159318,0.000159318,0.000159318,0.000568252,0.000568252,0.000568252,0.00349388,0.00349388,0.00349388,131.08,131.08,131.08,1,4.0,4011.0,1.0,4.0,1542.240873,0.248996509,0.0,5.27e-05,4.33e-06,14.5
meQuilibrium,United States,North America,Internet Software & Services,1,16749,34.0,3.0,18.5,3442.0,325.0,1883.5,0.131907308,0.0,0.065953654,1884.775,1383.695635,1634.2353175,0.285336737,0.215098415,0.250217576,0.001767866,0.0,0.000883933,0.000327332,5.64e-05,0.000191866,0.00176329,0.0,0.000881645,0.001142429,8.06e-06,0.0005752445,40.88235294,12.33333333,26.607843135,2,11.0,,1.0,11.0,1798.238492,0.287292631,0.0,6.64e-05,0.000146611,49.27272727
Microbion,United States,North America,Drug Development,1,16751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Modulim,United States,North America,Medical Devices & Equipment,1,16752,13.0,13.0,13.0,1099.0,1099.0,1099.0,0.472727273,0.472727273,0.472727273,1408.227381,1408.227381,1408.227381,0.216133575,0.216133575,0.216133575,0.000358939,0.000358939,0.000358939,0.000210126,0.000210126,0.000210126,0.000353771,0.000353771,0.000353771,1.35e-05,1.35e-05,1.35e-05,18.0,18.0,18.0,1,1.0,,0.0,1.0,1570.714683,0.250337216,0.0,2.63e-05,1.2e-05,209.0
