node,country,continent,industry,bipartite,id,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,clustering_max,clustering_min,clustering_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,deg_max,deg_min,deg_median,pagerank_max,pagerank_min,pagerank_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,num_inv,closeness_centralityorg,core_numberorg,clusteringorg,eigenvector_centralityorg,average_neighbor_degreeorg,degorg,pagerankorg,harmonic_centralityorg,newman_betweenness_centralityorg
InDex Diagnostics,Sweden,Europe,Medical Equipment & Supplies,1,12208,0.314496755,0.233476932,0.273408957,0.002392694,5.61e-05,0.000881376,0.333333333,0.199507389,0.274725275,0.002043152,1.7e-05,0.000221449,64.32258065,11.6,21.5625,31.0,5.0,16.0,0.00043324,0.000124844,0.000316693,1441.542857,1041.457143,1230.932143,0.002332124,3.11e-05,0.000800657,3,0.304638973,14.0,0.54248366,0.000248478,45.11111111,18.0,0.000178054,1125.767857,6.76e-05
Solstice Neurosciences,United States,North America,Pharmaceuticals / Drugs,1,12213,0.411873718,0.293058,0.375782607,0.022489328,2.29e-07,0.00343107,0.833333333,0.10229429,0.163139764,0.059642252,0.000908791,0.021598512,129.7602339,82.84782609,115.6666667,341.0,6.0,130.0,0.002379868,7.17e-05,0.000995603,1952.630952,1323.877381,1767.142857,0.023813768,3.38e-07,0.003617091,6,0.391757615,71.0,0.431135531,0.011339488,163.5714286,105.0,0.000362643,1484.809524,0.000344816
HealthEdge,United States,North America,Internet Software & Services,1,12214,0.331732733,0.331732733,0.331732733,0.001494132,0.001494132,0.001494132,0.124686717,0.124686717,0.124686717,0.006142774,0.006142774,0.006142774,78.47457627,78.47457627,78.47457627,59.0,59.0,59.0,0.000497503,0.000497503,0.000497503,1544.322619,1544.322619,1544.322619,0.001265185,0.001265185,0.001265185,1,0.298327392,12.0,1.0,0.000281461,54.33333333,12.0,0.000105492,1101.353571,0.0
Verinata Health,United States,North America,Medical Devices & Equipment,1,12215,0.233680364,0.220930931,0.22730564749999999,0.000972924,0.000415432,0.0006941779999999999,0.421052632,0.362637363,0.3918449975,2.83e-05,9.23e-06,1.8765e-05,13.42857143,11.4375,12.433035714999999,21.0,16.0,18.5,0.000394675,0.000366626,0.0003806505,1053.500794,989.8722222,1021.6865081000001,0.000896993,0.000268362,0.0005826775,2,0.308262177,17.0,0.722943723,0.000348762,53.95454545,22.0,0.000182004,1151.329762,6.03e-05
ProteinSimple,United States,North America,Medical Devices & Equipment,1,12218,0.411776429,0.333286591,0.364354893,0.020509934,0.000801437,0.0021515025,0.286656672,0.103683064,0.18315547,0.089089406,0.004790976,0.014475027500000001,138.1355932,95.54255319,105.59983405,452.0,42.0,103.0,0.002575327,0.000344267,0.000717664,1992.792857,1538.27381,1699.1178570000002,0.021593912,0.000807426,0.002030187,8,0.40629991,98.0,0.34224915,0.027773053,186.5445545,202.0,0.000659713,1564.659524,0.002148443
NewHope Bariatrics,United States,North America,Medical Facilities & Services,1,12219,0.377409723,0.27362353,0.3255166265,0.006460356,5.62e-05,0.0032582780000000003,0.133333333,0.108538197,0.120935765,0.02061147,0.000215513,0.0104134915,82.85641026,39.125,60.99070513,195.0,8.0,101.5,0.001389875,0.000113881,0.000751878,1783.109524,1235.280952,1509.195238,0.006513506,3.43e-05,0.003273903,2,0.358746039,67.0,0.847031963,0.008713817,172.260274,73.0,0.000298887,1367.702381,0.001692119
Voyage Medical,United States,North America,Medical Devices & Equipment,1,12220,0.304286178,0.304286178,0.304286178,1.39e-06,1.39e-06,1.39e-06,0.696969697,0.696969697,0.696969697,0.002487057,0.002487057,0.002487057,155.6666667,155.6666667,155.6666667,12.0,12.0,12.0,0.000101114,0.000101114,0.000101114,1394.035714,1394.035714,1394.035714,1.14e-06,1.14e-06,1.14e-06,1,0.291299719,4.0,1.0,0.000269319,116.5,4.0,6.51e-05,1074.528571,0.0
Zila,United States,North America,Dental Products & Services,1,12222,0.407636037,0.311267835,0.3634811485,0.018735138,4.15e-05,0.001294161,0.584179971,0.090204034,0.2652356835,0.120374956,0.019881057,0.066658119,174.9818182,89.74668874,142.14087055,604.0,55.0,221.0,0.002977618,0.000265903,0.000998416,2033.042857,1462.39881,1736.0738095000002,0.01990141,2.7e-05,0.0013394610000000001,12,0.379327418,101.0,0.68173193,0.040509833,223.0374332,187.0,0.00047273,1481.919048,0.000108277
Quinnova Pharmaceuticals,United States,North America,Drug Delivery,1,12223,0.332270182,0.251135275,0.324326607,0.000955978,0.0,0.0004883,1.0,0.154589372,0.268253968,0.004742605,6.82e-05,0.004344444,100.2222222,21.5,82.84782609,46.0,4.0,36.0,0.000382171,6.82e-05,0.000295619,1533.77619,1124.780952,1501.69881,0.000864825,0.0,0.000437377,3,0.329687135,18.0,0.633986928,0.001039711,103.3333333,18.0,0.00010823,1233.192857,1.66e-05
Oxtox,United Kingdom,Europe,Medical Devices & Equipment,1,12226,0.242920159,0.242920159,0.242920159,0.0008137,0.0008137,0.0008137,0.117647059,0.117647059,0.117647059,0.000265703,0.000265703,0.000265703,27.05263158,27.05263158,27.05263158,19.0,19.0,19.0,0.000191228,0.000191228,0.000191228,2168.339286,2168.339286,2168.339286,0.000666173,0.000666173,0.000666173,1,0.23450423,26.0,1.0,5.16e-06,33.23076923,,0.000113239,2000.092172,0.0
Smart Biosystems,Denmark,Europe,Medical Facilities & Services,1,12229,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Adeona Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,12232,0.407636037,0.29384838,0.34322948200000003,0.018735138,1.34e-08,0.0008491385,0.805555556,0.090204034,0.278172702,0.120374956,0.003944042,0.0602925975,192.9090909,89.74668874,135.31742425,604.0,11.0,203.0,0.002977618,8.4e-05,0.000901277,2033.042857,1360.830952,1656.2738095,0.01990141,1.54e-08,0.000754161,10,0.364846338,101.0,0.71001032,0.031556469,208.5686275,153.0,0.000396575,1420.352381,7.75e-05
eStudySite,United States,North America,Medical Facilities & Services,1,12236,0.285756169,0.216903759,0.251329964,0.001520954,0.0,0.000760477,1.0,0.261904762,0.630952381,0.001119578,8.46e-06,0.000564019,35.30434783,8.0,21.652173915,23.0,4.0,13.5,0.000292209,0.000119793,0.00020600099999999998,1304.885714,965.8519841,1135.3688490499999,0.001492656,0.0,0.000746328,2,0.258814146,5.0,1.0,2.34e-05,14.0,5.0,0.000124704,947.4964286,0.0
Magellan Biosciences,United States,North America,Medical Devices & Equipment,1,12237,0.391303145,0.300224836,0.357517537,0.006519921,3.89e-05,0.001215638,0.474358974,0.147856155,0.276824525,0.071047163,0.001934125,0.021965392,163.3866667,86.46666667,135.6666667,285.0,15.0,96.0,0.001540087,0.000132468,0.000573088,1870.905952,1369.44881,1684.082143,0.007053164,2.52e-05,0.001247791,7,0.382868764,66.0,0.411623005,0.012548681,204.5243902,82.0,0.000298968,1449.269048,0.000554194
Serina Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,12240,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Vericare Management,United States,North America,Medical Facilities & Services,1,12241,0.330788522,0.319511641,0.3251500815,0.001228925,0.00057223,0.0009005775,0.19772404,0.175336061,0.1865300505,0.005033285,0.002951875,0.00399258,77.62711864,75.925,76.77605932,59.0,40.0,49.5,0.000504628,0.000347079,0.00042585349999999997,1541.182143,1477.09881,1509.1404765,0.001105023,0.000484678,0.0007948504999999999,2,0.309558139,21.0,0.761904762,0.000987737,89.5,22.0,0.000118781,1162.261905,5.22e-06
Cambridge Devices,United States,North America,Medical Devices & Equipment,1,12242,0.283248925,0.283248925,0.283248925,0.000231015,0.000231015,0.000231015,0.4,0.4,0.4,0.000353993,0.000353993,0.000353993,42.5,42.5,42.5,10.0,10.0,10.0,0.00015566,0.00015566,0.00015566,1275.232143,1275.232143,1275.232143,0.000180994,0.000180994,0.000180994,1,0.274051385,2.0,1.0,3.15e-05,40.0,2.0,5.44e-05,997.4809524,0.0
MySpa,United Kingdom,Europe,Medical Facilities & Services,1,12244,0.221506418,0.221506418,0.221506418,5.03e-06,5.03e-06,5.03e-06,0.0,0.0,0.0,4.61e-06,4.61e-06,4.61e-06,13.5,13.5,13.5,2.0,2.0,2.0,7.64e-05,7.64e-05,7.64e-05,980.8011905,980.8011905,980.8011905,2.25e-06,2.25e-06,2.25e-06,1,0.221982561,1.0,0.0,6.63e-07,15.0,1.0,5.87e-05,797.7599206,0.0
QuantiBact,Denmark,Europe,Medical Equipment & Supplies,1,12250,0.234088292,0.185867951,0.2099781215,0.000390884,5.21e-06,0.000198047,0.333333333,0.0,0.1666666665,1.7e-05,1.35e-07,8.5675e-06,13.25,4.0,8.625,8.0,4.0,6.0,0.000186336,0.000133542,0.000159939,1046.540476,819.9702381,933.2553570499999,0.000409943,2.51e-06,0.0002062265,3,0.236864708,3.0,0.5,1.47e-06,14.5,4.0,0.000125832,857.5361111,0.000137154
European LifeCare Group,Denmark,Europe,Medical Facilities & Services,1,12253,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Speciality European Pharma,United Kingdom,Europe,Pharmaceuticals / Drugs,1,12260,0.362875835,0.362875835,0.362875835,0.001751685,0.001751685,0.001751685,0.180722892,0.180722892,0.180722892,0.01313194,0.01313194,0.01313194,114.9058824,114.9058824,114.9058824,85.0,85.0,85.0,0.000595953,0.000595953,0.000595953,1689.927381,1689.927381,1689.927381,0.001678406,0.001678406,0.001678406,1,0.331034585,13.0,1.0,0.001009395,141.6923077,13.0,8.66e-05,1233.402381,0.0
PixelOptics,United States,North America,Medical Equipment & Supplies,1,12261,0.317735444,0.317735444,0.317735444,0.000554051,0.000554051,0.000554051,0.246376812,0.246376812,0.246376812,0.002874909,0.002874909,0.002874909,96.5,96.5,96.5,26.0,26.0,26.0,0.000233436,0.000233436,0.000233436,1464.489286,1464.489286,1464.489286,0.000522073,0.000522073,0.000522073,2,0.30230806,8.0,1.0,0.000385398,85.375,8.0,7.89e-05,1122.120238,0.0
CSF Therapeutics,United States,North America,Pharmaceuticals / Drugs,1,12264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53e-28,8.53e-28,8.53e-28,1.0,1.0,1.0,2.0,2.0,2.0,0.000232019,0.000232019,0.000232019,0.0,0.0,0.0,0.0,0.0,0.0,1,0.000286123,1.0,0.0,3.16e-36,1.0,1.0,0.000286041,1.0,0.0
Presidio Pharmaceuticals,United States,North America,Drug Development,1,12266,0.324568146,0.291489928,0.308029037,0.000282195,0.0,0.0001410975,1.0,0.340725806,0.670362903,0.006982353,0.000939359,0.0039608560000000004,128.4117647,91.25,109.83088235,34.0,8.0,21.0,0.000250557,9.46e-05,0.0001725785,1504.702381,1325.482143,1415.0922620000001,0.000211856,0.0,0.000105928,3,0.319510402,5.0,0.8,0.000882854,226.6,5.0,5.75e-05,1183.994048,7.36e-07
Cardioxyl Pharmaceuticals,United States,North America,Biotechnology,1,12267,0.405455405,0.33898989,0.3722226475,0.023406518,0.003697764,0.013552141,0.133333333,0.075764706,0.1045490195,0.051062322,0.004947736,0.028005029,86.85411141,60.84337349,73.84874245,377.0,83.0,230.0,0.002565715,0.000710864,0.0016382895,1948.589286,1580.042857,1764.3160715,0.025116148,0.003579626,0.014347887,2,0.374158157,64.0,0.704718417,0.009122959,182.7945205,73.0,0.000252531,1422.319048,0.000123674
Shared Medical Services,United States,North America,Medical Facilities & Services,1,12268,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
BMP Sunstone Corporation,United States,North America,Pharmaceuticals / Drugs,1,12269,0.387993659,0.277699006,0.277699006,0.007577658,0.0,0.0,1.0,0.139174387,1.0,0.098662819,0.002025078,0.002025078,163.6906475,62.47058824,62.47058824,424.0,17.0,17.0,0.001990662,0.000119887,0.000119887,1904.509524,1277.797619,1277.797619,0.008312822,0.0,0.0,11,0.343421187,58.0,0.84519774,0.012435509,210.6166667,60.0,0.00018068,1308.785714,5.41e-06
Respicardia,United States,North America,Medical Devices & Equipment,1,12272,0.385232305,0.309821827,0.36205916250000003,0.008706223,6.42e-05,0.0033814960000000003,0.625615764,0.099032442,0.1446506775,0.027860056,0.003160149,0.016960137,157.6315789,91.02777778,101.199879735,252.0,19.0,143.0,0.001498444,0.000137803,0.0008849630000000001,2091.766667,1650.32619,1951.6,0.008811545,4.61e-05,0.0033658545,6,0.37662955,87.0,0.36631016,0.014181116,179.2234043,188.0,0.000407105,1852.759524,0.000313164
Nevro,United States,North America,Medical Devices & Equipment,1,12275,0.42173836,0.347192892,0.378516016,0.027539959,0.00032146,0.003833692,0.263973064,0.093121096,0.133774714,0.095542494,0.007153672,0.019356905,135.0909091,98.125,100.753876,516.0,55.0,151.0,0.003073014,0.000369426,0.001027302,2043.497619,1609.819048,1775.905952,0.029075106,0.000299434,0.003887927,5,0.397525826,99.0,0.440716804,0.030888924,212.9405405,185.0,0.000536284,1535.635714,0.000475113
Softscope Medical Technologies,United States,North America,Medical Devices & Equipment,1,12278,0.332270182,0.317013186,0.32464168400000004,0.000955978,8e-05,0.0005179890000000001,0.275,0.154589372,0.214794686,0.004344444,0.00259303,0.0034687370000000004,141.4375,82.84782609,112.142663045,46.0,16.0,31.0,0.000382171,0.000145436,0.0002638035,1533.77619,1457.39881,1495.5875,0.000864825,5.87e-05,0.00046176249999999996,2,0.326530486,18.0,0.625730994,0.001265726,118.1052632,19.0,0.0001043,1223.52619,5.48e-06
PHC,United States,North America,Medical Facilities & Services,1,12280,0.35396051,0.35396051,0.35396051,0.001079193,0.001079193,0.001079193,0.286713287,0.286713287,0.286713287,0.021140288,0.021140288,0.021140288,148.1875,148.1875,148.1875,80.0,80.0,80.0,0.000487996,0.000487996,0.000487996,1658.315476,1658.315476,1658.315476,0.001031455,0.001031455,0.001031455,1,0.318005053,9.0,1.0,0.001033883,148.7777778,9.0,7.54e-05,1194.511905,0.0
Dynatherm Medical,United States,North America,Medical Devices & Equipment,1,12286,0.37757321,0.265963157,0.3217681835,0.007568981,0.0,0.0037844905,0.142758858,0.0,0.071379429,0.022688857,0.000170252,0.0114295545,104.0774194,52.66666667,78.37204303499999,155.0,3.0,79.0,0.001157684,7.17e-05,0.000614692,1770.47619,1193.514286,1481.995238,0.007745546,0.0,0.003872773,2,0.339107754,31.0,1.0,0.002018728,109.5483871,31.0,0.0001474,1280.519048,0.0
Lycera,United States,North America,Drug Discovery,1,12290,0.331322914,0.331322914,0.331322914,0.000943843,0.000943843,0.000943843,0.161538462,0.161538462,0.161538462,0.004091004,0.004091004,0.004091004,89.23809524,89.23809524,89.23809524,42.0,42.0,42.0,0.000338119,0.000338119,0.000338119,1535.655952,1535.655952,1535.655952,0.000891034,0.000891034,0.000891034,1,0.296091709,5.0,1.0,0.000238785,77.4,5.0,6.24e-05,1087.970238,0.0
ULURU,United States,North America,Pharmaceuticals / Drugs,1,12300,0.374049032,0.272575328,0.316007525,0.003725157,0.0,9.08e-05,1.0,0.2024888,0.527272727,0.065008408,0.000753614,0.004371161,179.1923077,51.5,130.8508065,248.0,8.0,26.0,0.001206466,8.56e-05,0.000162921,1797.415476,1237.880952,1459.49881,0.003757881,0.0,6.36e-05,7,0.348706865,31.0,0.458333333,0.005312354,191.7575758,33.0,0.000137463,1322.885714,4.75e-05
SunTen,Taiwan,Asia,Pharmaceuticals / Drugs,1,12304,0.311323424,0.244153433,0.2777384285,0.000198218,3.27e-06,0.000100744,0.558441558,0.5,0.529220779,0.002478304,4.96e-05,0.001263952,88.25,19.5,53.875,24.0,4.0,14.0,0.000195566,7.44e-05,0.000134983,1429.582143,1096.013889,1262.7980160000002,0.000178245,1.48e-06,8.98625e-05,3,0.302901597,4.0,0.5,0.00046192,155.0,4.0,6e-05,1115.720238,2.95e-06
Predictive Biosciences,United States,North America,Disease Diagnosis,1,12305,0.357627554,0.309444486,0.33353602000000004,0.003019511,3.83e-05,0.0015289054999999998,0.321637427,0.155342027,0.23848972699999998,0.012427152,0.001918,0.007172576,101.1276596,98.36842105,99.748040325,94.0,19.0,56.5,0.000717973,0.000154968,0.0004364705,1674.322619,1412.392857,1543.3577380000002,0.002980434,3.21e-05,0.0015062670000000002,2,0.324275396,16.0,0.619883041,0.001314638,116.3684211,19.0,0.000109736,1219.585714,1.25e-05
Morinda,United States,North America,Health & Wellness (non-internet/mobile)…,1,12310,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
InCode BioPharmaceutics,United States,North America,Biotechnology,1,12311,0.302648526,0.302648526,0.302648526,0.000104188,0.000104188,0.000104188,0.360294118,0.360294118,0.360294118,0.001347718,0.001347718,0.001347718,79.94736842,79.94736842,79.94736842,19.0,19.0,19.0,0.000162046,0.000162046,0.000162046,1379.020238,1379.020238,1379.020238,8.94e-05,8.94e-05,8.94e-05,1,0.295929437,5.0,1.0,0.000286121,85.6,5.0,6.72e-05,1089.195238,0.0
United American Healthcare,United States,North America,Medical Facilities & Services,1,12312,0.407636037,0.29119778,0.378663727,0.018735138,0.0,0.004522433,1.0,0.090204034,0.169228653,0.120374956,0.003305904,0.09373545750000001,263.4285714,89.74668874,116.18102110000001,604.0,7.0,375.0,0.002977618,6.36e-05,0.001704769,2033.042857,1346.264286,1852.359524,0.01990141,0.0,0.004878856,6,0.369380399,101.0,0.794331601,0.0317871,220.5410959,146.0,0.000371147,1432.385714,2.93e-05
ActoGeniX,Belgium,Europe,Biotechnology,1,12329,0.388969055,0.0,0.295046967,0.00549905,0.0,0.00074035,0.628205128,0.0,0.181818182,0.043706999,4.6399999999999995e-28,0.000993588,132.9511111,1.0,72.53333333,225.0,2.0,22.0,0.001212543,0.000131831,0.000210881,2006.9,0.0,1466.742857,0.005725454,0.0,0.000632202,7,0.351207,35.0,0.477801268,0.00301018,138.4090909,44.0,0.000221623,1508.759524,0.000855846
Novate Medical,Ireland,Europe,Medical Devices & Equipment,1,12336,0.317095725,0.213076632,0.269111176,0.006330671,0.0,0.0007531775,1.0,0.121807967,0.194502801,0.005582152,5.82e-06,0.000415066,67.39325843,17.0,40.882352940000004,89.0,2.0,17.0,0.00068729,4.53e-05,0.0002041875,2130.547619,1368.415873,1759.741667,0.006375815,0.0,0.0007584040000000001,4,0.313762658,23.0,0.596059113,0.00043137,75.89655172,,0.000118054,1980.250397,5.65e-05
e-Therapeutics,United Kingdom,Europe,Drug Discovery,1,12339,0.233802686,0.233802686,0.233802686,0.0,0.0,0.0,1.0,1.0,1.0,3.26e-05,3.26e-05,3.26e-05,25.5,25.5,25.5,2.0,2.0,2.0,5.56e-05,5.56e-05,5.56e-05,1285.233333,1285.233333,1285.233333,0.0,0.0,0.0,1,0.232457988,1.0,0.0,1.63e-06,18.0,1.0,4.21e-05,1181.055952,0.0
Hao Daifu,China,Asia,Internet Software & Services,1,12341,0.000210926,0.000210926,0.000210926,0.0,0.0,0.0,0.0,0.0,0.0,1.35e-25,1.35e-25,1.35e-25,2.0,2.0,2.0,3.0,3.0,3.0,0.000210881,0.000210881,0.000210881,1.0,1.0,1.0,0.0,0.0,0.0,2,,,,,,,,,
ICURE,South Korea,Asia,Drug Delivery,1,12343,0.223707175,0.178547822,0.202688216,0.001932666,0.0,0.0005328,1.0,0.238095238,0.266666667,5.7e-05,8.59e-07,1.25e-05,15.82352941,9.666666667,10.33333333,18.0,6.0,12.0,0.000201727,6.98e-05,0.000141341,2276.969048,1790.597222,2049.108333,0.00183812,0.0,0.000552132,5,0.264176388,5.0,0.381818182,4.39e-05,32.0,,0.000114581,2569.372258,0.000327114
Grassroots Biotechnology,United States,North America,Biotechnology,1,12346,0.257300866,0.257300866,0.257300866,0.00237506,0.00237506,0.00237506,0.228070175,0.228070175,0.228070175,0.000127677,0.000127677,0.000127677,14.47619048,14.47619048,14.47619048,21.0,21.0,21.0,0.000384316,0.000384316,0.000384316,1338.042857,1338.042857,1338.042857,0.002420078,0.002420078,0.002420078,1,0.287404153,108.0,1.0,0.000132907,110.9444444,108.0,0.000240758,1387.086905,0.0
Agile Sciences,United States,North America,Biotechnology,1,12347,0.254347912,0.254347912,0.254347912,0.001749777,0.001749777,0.001749777,0.206521739,0.206521739,0.206521739,0.000131846,0.000131846,0.000131846,15.07692308,15.07692308,15.07692308,26.0,26.0,26.0,0.000466551,0.000466551,0.000466551,1416.079762,1416.079762,1416.079762,0.001624998,0.001624998,0.001624998,1,0.29591339,129.0,1.0,0.000361232,134.6744186,129.0,0.000220815,1584.363095,0.0
Hygeia Therapeutics,United States,North America,Drug Discovery,1,12352,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Kolltan Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,12354,0.375537345,0.264939065,0.280726369,0.007082308,9.98e-07,5.9665e-05,0.833333333,0.117063313,0.568181818,0.030235609,0.000228905,0.000908742,180.0,45.42857143,83.26730769,260.0,4.0,10.0,0.001382246,6.95e-05,0.000107741,2186.242857,1468.170238,1563.370238,0.007555353,4.94e-07,2.8565000000000002e-05,6,0.347984181,31.0,0.778409091,0.003196251,209.4545455,33.0,0.000106942,1840.909524,9.99e-05
BioMedix Vascular Solutions,United States,North America,Medical Devices & Equipment,1,12358,0.340805717,0.340805717,0.340805717,0.001593446,0.001593446,0.001593446,0.207650273,0.207650273,0.207650273,0.007689121,0.007689121,0.007689121,107.5737705,107.5737705,107.5737705,61.0,61.0,61.0,0.000416952,0.000416952,0.000416952,1734.25,1734.25,1734.25,0.001560356,0.001560356,0.001560356,1,0.306546874,9.0,1.0,0.000336723,91.77777778,9.0,6.66e-05,1289.67619,0.0
SpineForm,United States,North America,Medical Devices & Equipment,1,12359,0.271454381,0.25333671,0.2623955455,0.000279935,0.0,0.0001399675,1.0,0.241666667,0.6208333335,0.000301123,0.000106644,0.00020388349999999998,30.42857143,27.83333333,29.13095238,18.0,7.0,12.5,0.000196905,7.79e-05,0.00013740250000000002,1507.313095,1400.30119,1453.8071424999998,0.000215283,0.0,0.0001076415,3,0.272648476,6.0,1.0,3.46e-05,29.5,6.0,7.96e-05,1399.522619,0.0
Marcadia Biotech,United States,North America,Pharmaceuticals / Drugs,1,12360,0.391789111,0.323861801,0.33293915,0.00694426,0.000198709,0.000405601,0.320634921,0.105270092,0.237288136,0.034866718,0.00454227,0.007222731,113.3888889,96.05035971,104.3050847,278.0,36.0,59.0,0.00157171,0.000242261,0.000372741,2038.533333,1640.32619,1696.333333,0.007097332,0.000154667,0.000341178,3,0.356461627,54.0,0.642372881,0.005692485,187.95,60.0,0.000182391,1547.02619,5.7e-05
